video,message,label,stratified_purpose
non_hate_11,"User1: Hey guys, how's it going? User2: Hey User1, doing good, just finished watching the new Matrix movie. You? User3: Hi User1! I'm just chilling after a long day of work. How about you? User1: Not bad, just got home from a concert, it was amazing. User2: Oh nice, what concert did you go to? User1: It was a local band, you probably don't know them. But the energy was electrifying. You guys into live music? User2: Yeah, love it! I saw Coldplay live last year, was one of the best nights of my life. User3: That sounds awesome! I haven't been to a live concert in so long. User1: You guys ever try cooking anything new lately? User2: I tried making homemade pizza the other day. It was a mess but fun! User3: I made sushi for the first time last week. It wasn't perfect but tasted good. User1: Oh, I love sushi! But I haven't had the courage to make it myself yet. User2: Hey, speaking of new things, have you guys tried the new VR game that just came out? User3: I heard about it but haven't gotten around to it yet. How is it? User1: It's pretty cool, totally immersive. I love how far VR technology has come. User2: Yeah, it's insane. I remember when we had to go to arcades for anything remotely close to VR. User3: True, and now we're having entire conversations in VR. It's crazy! User1: Indeed, it's amazing. By the way, you guys thinking of traveling anywhere soon? User2: Well, I've been thinking about going to Japan. I'm fascinated by their culture. User3: That's cool, User2. I've always wanted to visit Japan too. Maybe we could plan a VR trip together? User1: That sounds like a plan! I'd love to join too. We can explore Tokyo in VR, it could be fun! User2: Sounds like a plan, guys. Let's do it! User3: Absolutely, I'm in!",0,0
non_hate_12,"StarDust: Hey guys, anyone seen the new Star Wars series yet? BlueRaven: Not yet, but I've heard good things about it. Have you watched it, StarDust? StarDust: Yeah, I binged it over the weekend. It's pretty impressive, they've done a great job with the CGI. OceanWave: Sounds cool. I'm more into music though, went to a Coldplay concert last night. It was unreal! BlueRaven: Wow, lucky you! I'm a huge fan of their music. StarDust: Me too! Would love to see them live sometime. OceanWave: It was an amazing experience. If they come to your city, don't miss it. BlueRaven: Definitely! By the way, anyone tried VR concerts yet? StarDust: Not yet, but that sounds like an interesting concept. OceanWave: I have. It's a different experience. Not as raw as a live concert, but with VR, you can experience concerts from the comfort of your home. BlueRaven: Sounds cool. I might give it a try. StarDust: Anyone traveling soon? OceanWave: I'm planning a trip to Japan next year. Always wanted to experience their culture firsthand. BlueRaven: That's awesome. Japan has some amazing food. StarDust: Definitely, I love sushi! Have you guys tried making sushi at home? OceanWave: Yeah, but it's quite hard to get it right. Any good sushi making tutorials you'd recommend? BlueRaven: I follow this channel on YouTube called ""Cooking with Dog"". It's a Japanese woman who teaches all sorts of Japanese cooking. StarDust: That sounds fun, I'll definitely check it out. By the way, anyone following the Apple event tomorrow? OceanWave: Yeah, excited to see what they unveil. BlueRaven: Same here, always looking forward to new tech! StarDust: Great chat, guys. Looking forward to our next VR meet! OceanWave: Absolutely! See you guys next time. BlueRaven: Take care, guys!",0,0
non_hate_13,"User1: Hey guys, how's it going? User2: Hey User1, not too bad. Just finished watching The Queen's Gambit. You seen it? User3: Oh, I loved that show! I've never been so interested in chess before. User1: I haven't yet, but it's on my list. I've been watching the new season of Stranger Things. User2: I've heard good things about Stranger Things. I'll have to check it out. User3: Speaking of good things, I went to a Coldplay concert last night. They were amazing! User1: Lucky you! Coldplay is on my concert bucket list. Last concert I went to was Ed Sheeran's, and he was fantastic live. User2: Oh, I've seen Ed Sheeran live too! It was a couple of years ago though. User3: My last live concert was Imagine Dragons. Loved it. Anyway, changing gears, anybody here into cooking? User1: A bit. I'm trying to get better at it. Any recommendations? User2: I've been experimenting with some vegan recipes lately. You should try out a plant-based diet. It's healthier and pretty tasty too. User1: I'll definitely consider it. Thanks for the suggestion. User3: Cooking's not really my thing. I prefer travelling and trying out new cuisines. User2: Same here, User3. I was in Japan last year and the sushi there is unbelievable. User1: I've always wanted to visit Japan! I'm hoping to go once things are safer. User3: Yeah, fingers crossed. By the way, have you guys tried the new multiplayer game in VR? User1: Not yet, but I'm curious. Is it any good? User2: It's amazing. The graphics are stunning and it's so immersive. User3: Totally agree with User2. It's like you're in a different world. Definitely worth a try. User1: Sounds awesome. I'll check it out. User2: You won't regret it. Anyway, it's getting late here. I'll catch you guys later. User3: Sounds good. Take care, User2. User1: Bye, User2. Good chat, guys. We should do this",0,0
non_hate_14,"User1: Hey guys, what's up? User2: Not much, just finished watching this new show on Netflix, ""Stranger Things"". It's pretty cool. User3: Oh yeah, I heard about that. It's on my list. Is it really as good as they say? User2: I would say so. I love the '80s nostalgia and the soundtrack is awesome. User1: Sounds interesting. I might give it a go after I finish ""The Crown"". I've been really into historical dramas lately. User3: Speaking of music, have any of you seen that new Billie Eilish concert in VR? It's pretty amazing. User2: I haven't, but that sounds really cool. I'll have to check it out. User1: I'm not the biggest fan of her music, but I have to admit, experiencing a concert in VR sounds like a lot of fun. User3: It really is. It's like you're actually there. User2: I'll definitely have to give it a go. Thanks for the recommendation. User1: Anytime. So, what's new with you guys? User3: Not much, just been working and trying to learn how to cook. Made a lasagna the other day, and it turned out pretty good. User2: Nice, cooking can be fun. I've been trying to bake more, myself. User1: That's cool. I've been doing more traveling lately. Just got back from Japan, actually. User2: Wow, that sounds amazing. What was your favorite part? User1: The food, hands down. And the culture is so rich, it's definitely worth a visit. User3: Sounds like a great experience. I've always wanted to visit Japan. User2: Me too. Maybe we could plan a group trip sometime. User1: That would be fun. Anyway, I heard there's a new update for this VR platform. Anyone tried it out yet? User3: Not yet, but I heard it's supposed to make the graphics even more immersive. User2: Sounds exciting. Can't wait to try it out. User1: Yeah, it's amazing how far VR has come. User3: Agreed. It's like living in a sci-fi movie.",0,0
non_hate_15,"BlueJay: Hey guys, what's going on? Sunflower: Hey BlueJay, not much. Just finished watching the latest episode of ""Stranger Things"". You? BlueJay: Oh nice! I've been meaning to catch up on that show. I just got back from a concert. LionHeart: Oh cool, who'd you see BlueJay? BlueJay: It was a band called The Lumineers. They were amazing live! Sunflower: Oh, I love The Lumineers! That must've been fun. I haven't been to a concert in ages. LionHeart: I can relate to that, Sunflower. My day job has been keeping me super busy recently. BlueJay: Ah, the grind, I get it. What do you guys do for a living? Sunflower: I'm a web developer. What about you, LionHeart? LionHeart: I'm an architect. BlueJay, what do you do? BlueJay: I'm a travel blogger actually! I've been to some pretty cool places. LionHeart: That sounds like a dream job! Any favorite places? BlueJay: I loved visiting Italy - the food, the culture, everything. Ever been? Sunflower: Not yet, but I would love to. I'm a big fan of Italian cuisine. I've been trying to perfect my lasagna recipe. BlueJay: Sounds delicious! If you guys ever need travel recommendations, let me know. LionHeart: Will do, BlueJay. Speaking of recommendations, any new TV shows you guys suggest? Sunflower: I've been watching ""The Crown"" on Netflix, really enjoying it. What about you, BlueJay? BlueJay: I've been into ""The Mandalorian"" recently. I'm a big Star Wars fan. Sunflower: I'll have to check those out. So guys, how do you find the VR experience here? LionHeart: I'm loving it. It's like a whole new level of social interaction, don't you think? BlueJay: Absolutely, it's a game-changer. Especially now with the current situation, it's nice to have this escape. Sunflower: I agree. It's been a great way to connect and meet new people. Even talking about these diverse topics feels so natural. LionHeart: True that, Sunflower.",0,0
non_hate_16,"User1: Hey guys, have any of you seen the latest episode of The Mandalorian? User2: Yeah, I did. It was so intense! The fight scenes were top-notch. User3: I'm still on the first season, no spoilers please! User1: Alright, no spoilers then! Hey, by the way, have any of you been to a live concert lately? User2: I went to a Coldplay concert last month. It was surreal! User3: Lucky you! I'm stuck at home, working mostly. User1: Oh, what do you do for work, User3? User3: I'm a freelance writer. It gives me plenty of time to cook, though. I've been trying out different pasta recipes. User1: That sounds delicious! I love cooking too, but I'm more into baking. User2: Pasta and pastries? Now you guys are making me hungry! User1: User3, we should exchange recipes! User3: Sure thing, User1. I'd love to try out your pastries. By the way, have any of you traveled recently? User2: I went to Japan before the pandemic hit. I miss traveling. User1: Japan, huh? Must've been an amazing experience. I've always wanted to visit. User3: Oh, I've heard about this VR travel app that lets you explore different cities. It's not as good as the real thing, but it's pretty immersive! User2: That sounds interesting. I'll definitely check it out. Speaking of VR, have you guys tried out the new Beat Saber update? User1: Not yet, but I've heard it's pretty cool. They've added some new songs, right? User2: Yeah, and the gameplay is smoother too. You should give it a try. User3: I will. By the way, what do you guys think about the recent developments in AI technology? User2: It's pretty fascinating, but also a bit scary, don't you think? User1: Yeah, it's like we're living in a sci-fi movie! User3: True, but it's also creating a lot of opportunities. Anyway, it was great chatting with you guys. I'll catch you later. User1: Goodbye, User",0,0
non_hate_17,"User1: Hey guys, anyone watched the latest episode of Loki? User2: Ah, not yet. I'm saving it for the weekend. No spoilers, please! User3: I watched it! God, Tom Hiddleston is such a great actor. User1: Absolutely. And the plot twists are mind-blowing. Speaking of, you guys into Marvel movies or more into DC? User2: Marvel for me. Although, I did enjoy the Joker movie. User3: Same here. Marvel knows how to keep things interesting. Oh, BTW, have you guys heard the new Coldplay album? User1: Not yet, but I saw it on Spotify's new releases. Is it any good? User3: Yeah, I'd recommend it. Especially if you liked their old stuff. User2: Cool, I'll give it a listen. I've been re-listening to a lot of classic rock recently, so it'll be a nice change. User1: Sounds good. I'm more into hip hop these days. J Cole's new album is fire. User2: I'll check it out. By the way, how's work been treating you guys? User1: It's been okay. Working from home means more time for VR gaming, haha. User3: Tell me about it. I've been exploring this VR museum lately, it's amazing how realistic it feels. User2: I've heard about those VR museums. Might check one out this weekend. Anyone tried VR travel experiences? User1: I did, visited Rome last weekend right from my living room, haha. User3: That's cool. Thanks to lockdown I've been cooking a lot. Yesterday, I tried this new pasta recipe, turned out pretty good. User2: Sounds delicious. I've been trying to bake, but it's not going as well as I'd hoped. User1: Keep trying, mate. You'll get there. Anyways, have you guys heard about the new tech updates on this platform? User3: Yeah, they're adding a new social space, right? User2: And new avatars! I'm excited to see what they'll look like. User1: As long as they keep improving the user experience, I'm happy. User3: Agreed. VR is the future,",0,0
non_hate_18,"User1: Hey everyone! How's it going today? User2: Hey! Pretty good, just finished watching a movie. You guys seen anything good lately? User3: Oh, what did you watch? User2: It was ""The Grand Budapest Hotel."" Such a quirky film, and the cinematography was stunning. Wes Anderson never disappoints. User1: Love that one! The color palette is just so unique. Speaking of movies, did you guys catch the latest ""Mission Impossible""? User3: Not yet, but I’ve heard it’s amazing. Tom Cruise always goes all out with those stunts! User2: Yeah, I heard he did another one of those insane helicopter scenes. He’s like a real-life action hero. User1: Haha, seriously! By the way, have you guys been to any concerts lately? User3: I went to a Coldplay concert last month. The atmosphere was electric, and they had the most incredible light show! User2: That sounds awesome! I’ve been listening to their new album on repeat. Any recommendations for other artists? User1: If you like Coldplay, you might enjoy Aurora. Her voice is ethereal, and her live performances are so enchanting. User3: Oh, Aurora is great! I saw her live a couple of years ago. Such a magical experience. User2: Definitely checking her out then. So, what’s everyone been up to today? User1: Just the usual work stuff, but I’ve been trying to pick up a new hobby. Got any suggestions? User3: How about cooking? It’s fun, and you get to eat delicious food as a reward! I tried making homemade sushi last weekend. User2: Ooh, sushi! Was it difficult? User3: Surprisingly, not too bad. A bit messy, but I followed a YouTube tutorial and it turned out pretty well. User1: That sounds fun! I’ve been thinking about learning how to make pasta from scratch. User2: Fresh pasta is so good! Definitely worth the effort. User3: Totally agree. By the way, any travel plans coming up? User1: I’m heading to Japan next month! Can’t wait to explore Tokyo and try all the food. User2: That’s amazing! I’ve always wanted to visit Japan",0,0
non_hate_19,"User1: Hey guys, what's up? User2: Not much, just got off work. How about you, User3? User3: Just finishing up a new painting. I've been getting into watercolor lately. User1: That's cool, User3. I've always wanted to try painting, but I'm more of a movie buff myself. Speaking of which, have you guys seen the new Marvel film? User2: Not yet, but I've heard good things. I'm a big fan of the Marvel universe. User3: Me too, User2. I love how they manage to weave all the storylines together. User1: Definitely. Hey, User2, you're into music, right? Have you been to any good concerts recently? User2: Yeah, I saw The Weeknd last month. It was incredible. The energy was just off the charts. User3: I've heard his concerts are amazing. I'm more into indie music though. User1: Any recommendations, User3? I'm always looking for new music to listen to. User3: Sure, you should check out Tame Impala. Their sound is really unique. User2: I'll second that. Tame Impala is great. User1: Thanks, guys. I'll definitely check them out. By the way, have any of you tried that new Thai place downtown? User3: Not yet, but I love Thai food. How is it? User1: It's fantastic. The pad thai is to die for. User2: Sounds delicious. I'll have to try it. User1: For sure. By the way, have you guys been keeping up with the latest VR tech? User3: A bit. I've been reading about the new Oculus model. It sounds really promising. User2: Yeah, the advancements in VR tech have been incredible. This chat itself feels so immersive. User1: Absolutely. It's like we're all in the same room. Well, it was nice catching up with you guys. Let's do this again soon. User2: Definitely. It was great chatting with you both. User3: Agreed. Have a good one, guys.",0,0
non_hate_20,"VR_User1: Hey guys, what's up? VR_User2: Just got done watching the latest episode of The Mandalorian. You guys seen it? VR_User3: Oh man, I'm two episodes behind. No spoilers, please! VR_User1: I'm a big Star Wars fan, but I haven't started watching The Mandalorian yet. Is it worth it? VR_User2: Definitely, it's a great blend of old-school Star Wars lore with a modern twist. VR_User1: Sounds good, I'll add it to my watchlist. VR_User3: Speaking of watchlists, anyone got any good concert documentaries to recommend? I'm missing the live music scene. VR_User2: I just watched ""The Beastie Boys Story"" on Apple TV. It's pretty good if you're into hip-hop. VR_User1: Oh, I love Beastie Boys! I'll have to check that out. If you're into rock, ""The Dirt"" about Mötley Crüe on Netflix is also really good. VR_User3: I'll definitely check those out. Thanks, guys! VR_User1: So, how's everyone's day been? VR_User2: Pretty standard. Work, eat, VR. How about you guys? VR_User3: I've been trying some new recipes. Made a killer lasagna today. VR_User1: Oh, you're making me hungry. I love cooking, too. Have you ever tried making your own pasta? VR_User3: No, but I've always wanted to. Got any tips? VR_User1: Sure, it's all about the dough. I can send you a good recipe later. VR_User2: Sounds like a plan. I've never been much of a cook myself, but I love eating. VR_User3: Same here, User2. I've been trying to travel more, though. You guys got any favorite spots? VR_User1: I loved visiting Japan last year. The food, the culture, the technology. It was amazing. VR_User2: I've always wanted to go to Japan. But for now, I'll stick to exploring in VR. VR_User3: That's the beauty of VR, right? Exploring places without leaving your room. VR_User1: Exactly. And we can meet",0,0
